timestamp,task, status, execution_time,status,execution_time
2025-01-19 20:18:41.604561,Load,,,Failed,0.0
2025-01-19 20:24:51.921848,Extract,,,Success,1.056593418121338
2025-01-19 20:24:53.851921,Load,,,Failed,0.0
2025-01-19 20:27:13.564260,Extract,,,Success,1.021965265274048
2025-01-19 20:27:15.075134,Load,,,Failed,0.0
2025-01-19 20:33:11.202296,Extract,,,Success,1.2772226333618164
2025-01-19 20:33:13.575816,Load,,,Failed,0.0
2025-01-19 20:35:20.834818,Extract,,,Success,1.4201202392578125
2025-01-19 20:35:23.185483,Load,,,Failed,0.0
2025-01-19 20:37:48.142120,Extract,,,Success,1.1739904880523682
2025-01-19 20:37:52.205233,Load,,,Failed,0.0
2025-01-19 20:44:04.938444,Extract,,,Success,1.064417600631714
2025-01-19 20:44:08.051220,Load,,,Failed,0.0
2025-01-19 20:47:11.060278,Extract,,,Success,0.954148292541504
2025-01-19 20:47:14.079349,Load,,,Failed,0.0
2025-01-19 20:52:52.392870,Extract,,,Success,1.0833723545074463
2025-01-19 20:52:54.857259,Load,,,Failed,0.0
2025-01-19 20:59:29.065582,Extract,,,Success,1.0604851245880127
2025-01-19 20:59:32.347160,Load,,,Failed,0.0
2025-01-19 21:01:53.845381,Extract,,,Success,1.019528865814209
2025-01-19 21:01:56.854870,Load,,,Failed,0.0
2025-01-19 21:04:33.720570,Extract,,,Success,1.0524084568023682
2025-01-19 21:04:38.133628,Load,,,Failed,0.0
2025-01-19 21:08:40.549090,Extract,,,Success,1.12101411819458
2025-01-19 21:08:44.605619,Load,,,Failed,0.0
2025-01-19 21:10:53.411991,Extract,,,Success,1.1004061698913574
2025-01-19 21:10:58.949829,Load,,,Failed,0.0
2025-01-19 21:12:52.523178,Extract,,,Success,1.0517454147338867
2025-01-19 21:12:57.893757,Load,,,Success,5.02292013168335
2025-01-19 21:14:46.009379,Transform,,,Failed,0.0
2025-01-19 23:29:11.318418,Extract,,,Success,1.993990182876587
2025-01-19 23:29:21.527092,Load,,,Success,9.837509632110596
2025-01-19 23:38:11.005735,Transform,,,Failed,0.0
2025-01-19 23:42:21.284523,Extract,,,Success,1.750458002090454
2025-01-19 23:42:31.094926,Load,,,Success,9.37238907814026
2025-01-19 23:47:39.189526,Transform,,,Failed,0.0
